RMS,Peak,Kurtosis,Skewness,Fault
0.07454866942522508,0.233232,-0.21468095588422775,-0.0706870487923956,Normal
0.07252254793005884,0.27328615384615385,-0.10773108322360558,-0.14388488989754672,Normal
0.0759275983529675,0.25847446153846154,-0.22103598435324656,-0.07456690540037877,Normal
0.07423423365796972,0.23093723076923076,-0.3079372694769913,-0.058366809568214606,Normal
0.07554921437033915,0.2572227692307692,-0.29633543081126845,-0.034143481083233986,Normal
0.07607910683715173,0.25972615384615383,-0.3465467782841385,0.00104893037191122,Normal
0.07731371980643621,0.24512307692307692,-0.3434473846968067,0.009243229232240174,Normal
0.07375861049439955,0.24866953846153847,-0.20511106531735912,0.017304038519341123,Normal
0.07381526907564395,0.24011630769230768,-0.2594320798316594,0.021162831893423464,Normal
0.07469257364862697,0.2605606153846154,-0.1407932637942615,0.03711549964472523,Normal
0.07334367400313095,0.24741784615384615,-0.134426099312142,-0.016710565161957378,Normal
0.07154897055711965,0.2438713846153846,-0.19353657660694168,0.04290279626142198,Normal
0.0738915338921863,0.24303692307692307,-0.2451570195179058,-0.03932427214339135,Normal
0.06522021632616132,0.20486030769230767,-0.11563064646578392,-0.24993970654914666,Normal
0.06440369315524325,0.21153599999999997,-0.04743031253401453,-0.1585658022056907,Normal
0.06566205827008666,0.22780799999999998,0.05579549814599405,-0.15439623244149345,Normal
0.06653760924470135,0.22342707692307692,-0.2119184818647648,-0.20767908929938422,Normal
0.06633739106952047,0.22113230769230768,-0.23791003787137477,-0.1773108007320634,Normal
0.06670827619317897,0.23844738461538462,-0.11850396746802172,-0.19026543742820132,Normal
0.0638033942891359,0.25138153846153843,-0.027973196987479465,-0.22767046817984718,Normal
0.06768194408997326,0.23218892307692307,-0.04403328694739583,-0.11843440243475377,Normal
0.06550400138856169,0.23239753846153846,-0.14194351970916275,-0.22612769196315963,Normal
0.06600527017274542,0.21216184615384615,-0.18814437462419242,-0.2447774448518114,Normal
0.06507872417868703,0.20673784615384616,-0.0881670804645438,-0.17997757172433204,Normal
0.06642493125856566,0.22154953846153846,-0.10095365890401764,-0.17299303806787336,Normal
0.0633099382427639,0.20402584615384614,-0.32950958328389435,-0.1460200544201391,Normal
0.06701914915780191,0.26911384615384615,0.00323011342023527,-0.2941432435932267,Normal
0.067695077709193,0.24449723076923074,0.0027077313920975676,-0.18648295567315948,Normal
0.06594170613937611,0.25138153846153843,-0.16343284509987566,-0.15982219676775575,Normal
0.06643144167353023,0.24324553846153843,-0.14690367411353566,-0.11002455280959245,Normal
0.06422025114718463,0.21779446153846155,-0.14122166064054564,-0.14396437841397802,Normal
0.06678678809868618,0.2157083076923077,-0.1204231245210341,-0.19291947548810987,Normal
0.06803269205734883,0.2415766153846154,-0.17067753473314884,-0.13561119754564874,Normal
0.06397620629017488,0.22154953846153846,-0.07501534711399138,-0.21117742771744918,Normal
0.06672342531889901,0.22968553846153844,-0.20617010976426364,-0.12217558434124727,Normal
0.06561756830265267,0.208824,-0.10962943397531344,-0.17042797722413822,Normal
0.06721565406294526,0.2290596923076923,-0.24199550092209554,-0.18258630292341324,Normal
0.06590046511989436,0.22572184615384616,-0.05983953137522491,-0.17921797465965367,Normal
0.0671753088657509,0.235944,-0.06382079254857986,-0.13282459138245736,Normal
0.06727341065720224,0.25534523076923077,-0.049747075913010086,-0.12506588587913314,Normal
0.06401927544123026,0.21028430769230766,-0.21644262700514716,-0.16021190932404242,Normal
0.06471480875782595,0.23239753846153846,-0.08506229448373759,-0.19609348898523565,Normal
0.065255451325168,0.23239753846153846,-0.19341641651634633,-0.17563903337030717,Normal
0.06728393273152614,0.2342750769230769,-0.108005122140447,-0.06624075335353004,Normal
0.06714752743195632,0.3079163076923077,0.22807635167909002,-0.2748320741720512,Normal
0.06834540753596531,0.2572227692307692,-0.053026502197966785,-0.17332264212834322,Normal
0.06715553843372433,0.238656,-0.13225894423241824,-0.19180292941943405,Normal
0.06637032014435454,0.23093723076923076,-0.08367852453557667,-0.20590933910199977,Normal
0.06840209765855317,0.2292683076923077,-0.051395538942972774,-0.18255354793083572,Normal
0.06643773547920197,0.29039261538461536,0.051407505524405206,-0.2353311631654306,Normal
0.06568681344402515,0.24908676923076922,0.33301422789060675,-0.10876749266990463,Normal
0.06543543505921803,0.22321846153846153,-0.12025570003952524,-0.12893051919048276,Normal
0.06799212976348804,0.22968553846153844,-0.25886709248230355,-0.1692601278812233,Normal
0.06641743457767262,0.23156307692307693,-0.01570472827995628,-0.17814865765614157,Normal
0.0696179764217845,0.2424110769230769,-0.04868876340575712,-0.07262802471843204,Normal
0.0652193996994175,0.20486030769230767,-0.06162701850967078,-0.1540353337882253,Normal
0.06660315812768702,0.22697353846153845,-0.09107172657760643,-0.195542133941023,Normal
0.06905048062613409,0.2641070769230769,-0.140956343912495,-0.07954339834220354,Normal
0.067685035883688,0.22342707692307692,-0.022055713227023155,-0.1787616665408874,Normal
0.06657919240945871,0.2705741538461538,0.134172474093186,-0.19338358054910867,Normal
0.06531335105874457,0.22321846153846153,-0.17202766674556225,-0.13313271409145816,Normal
0.06632078669828462,0.22405292307692307,-0.051520067767810485,-0.2122496258403807,Normal
0.06789939835581879,0.23615261538461538,-0.06906973408301242,-0.10877165663459572,Normal
0.06737072994957187,0.21633415384615384,0.004090223753550948,-0.16124412597635646,Normal
0.06697894874840864,0.23823876923076923,-0.12354881265710382,-0.15340894377701264,Normal
0.0641566215017558,0.22843384615384613,-0.14375630586947974,-0.14959519754672407,Normal
0.06324559410378149,0.2238443076923077,-0.08778225018830899,-0.17992189132135794,Normal
0.06787488603642663,0.22697353846153845,0.029760672718460945,-0.14128113139487364,Normal
0.06623504281380009,0.23010276923076922,-0.04933246746586528,-0.14819053301544766,Normal
0.06622907716564987,0.21195323076923075,-0.2448095862117281,-0.0918362108917196,Normal
0.06643293748574583,0.23844738461538462,-0.15665432111432098,-0.16219318773167185,Normal
0.06410696989276034,0.21320492307692307,-0.06079876856295696,-0.16539196820154273,Normal
0.06661650926713811,0.21362215384615382,-0.05522928496406143,-0.17901912824369778,Normal
0.06756786699470127,0.23093723076923076,-0.08268736562524559,-0.16953133581447938,Normal
0.06522216903556433,0.22405292307692307,-0.016400022698954242,-0.2724113728216977,Normal
0.0676466329434407,0.24282830769230768,-0.009532194743187894,-0.11625688350945913,Normal
0.06614031859695618,0.21883753846153844,-0.09152722748017439,-0.14380253987388544,Normal
0.06504996344988165,0.2209236923076923,-0.0285072637621675,-0.22063358612300596,Normal
0.06539795647890793,0.22488738461538463,-0.22059777049286877,-0.14593554710175813,Normal
0.06686755220000443,0.2415766153846154,-0.039555830171494666,-0.1805559006708285,Normal
0.06686700379617838,0.23281476923076924,0.17222828670385626,-0.15010863268935237,Normal
0.06731576999584503,0.22780799999999998,0.02809206084008764,-0.19622898137657718,Normal
0.06851046432989798,0.24282830769230768,-0.0009282858483143919,-0.21212616716297375,Normal
0.06471698215758996,0.22447015384615385,-0.055536296510910965,-0.1641335393760761,Normal
0.0657928907330259,0.2438713846153846,0.06274142215891043,-0.23627397711323292,Normal
0.06529430764444923,0.208824,-0.14317940926655615,-0.14366725045767306,Normal
0.06955036113791659,0.2438713846153846,-0.12369731722213828,-0.13826525820075491,Normal
0.06489753141477458,0.21883753846153844,-0.15136885991258708,-0.12072866089573689,Normal
0.06840204752256003,0.2238443076923077,-0.10125094821715752,-0.22433089959946187,Normal
0.06770931169008225,0.24011630769230768,0.016947820272714686,-0.2480394621300545,Normal
0.06775265717733708,0.23615261538461538,-0.09490523807104623,-0.1883097373748182,Normal
0.06535015393609374,0.1990190769230769,-0.2046406809992889,-0.13808947536487798,Normal
0.0659911478882167,0.2238443076923077,-0.09349975979426084,-0.14104902688631338,Normal
0.06620870308288791,0.21737723076923077,-0.08933421424282662,-0.17484345140462607,Normal
0.0642411694943865,0.21612553846153845,-0.22730807471369996,-0.1561649303959747,Normal
0.06694867033562231,0.23218892307692307,0.029659042959425008,-0.14267454437129887,Normal
0.06364128245644286,0.2275993846153846,-0.2619024040648501,-0.11029410531324464,Normal
0.06790486963766061,0.25847446153846154,0.020206358408721314,-0.26865888973349983,Normal
0.06742780418922402,0.21111876923076925,-0.11165746390412945,-0.1878021824272366,Normal
0.06577362885871557,0.26076923076923075,0.039853319085827454,-0.21442558051898786,Normal
0.06822876654361369,0.2154996923076923,-0.185922719869978,-0.12464961856158346,Normal
0.06546350297220162,0.2236356923076923,-0.08042929472805627,-0.20496798907813826,Normal
0.06352369894215525,0.21716861538461538,-0.2106524757289483,-0.18009236488446895,Normal
0.06382231045155225,0.20778092307692309,-0.15027149575651588,-0.18585176943970655,Normal
0.06524035864022538,0.22718215384615387,-0.03253728344970952,-0.17276039205375468,Normal
0.06687607394506512,0.21967199999999998,-0.13350379648460686,-0.16534488811736198,Normal
0.06790048848132352,0.24720923076923076,0.04438615550959124,-0.26736598346835067,Normal
0.06586087485962101,0.22008923076923076,-0.11768836013131612,-0.16668710224530245,Normal
0.06631075917914452,0.24679199999999998,-0.023544218651593507,-0.20805945145721963,Normal
0.28704593632801956,1.4827078642714573,2.436102460815671,0.11124393306836916,Inner
0.29193351097152964,1.5657122155688623,2.7071498031418857,0.13157430345453694,Inner
0.2881917274054364,1.5845546906187624,2.5460621999998763,0.13041734436446067,Inner
0.2906935016507699,1.4927788423153694,2.1551605118889743,0.15157800304884417,Inner
0.2916989194335707,1.5044741716566867,2.0375460383892037,0.12818766003098206,Inner
0.29256432141122085,1.4872560479041916,2.0022311697474553,0.14499869726278292,Inner
0.29811862165426145,1.6389704590818364,2.2593456424121543,0.13564551055161733,Inner
0.287586304220537,1.6258132135728545,2.6358269068300224,0.1353807624939835,Inner
0.29212554588921996,1.7026450299401197,2.6775210311367044,0.1948480575485868,Inner
0.29294861323556765,1.6638230339321358,2.3899001771940585,0.14996689608992153,Inner
0.2923883343936982,1.5579153293413173,2.4692846074301222,0.15386617727643112,Inner
0.28753155650211615,1.5907272255489022,2.4424912602867126,0.12887183999948001,Inner
0.29062411255008486,1.4541192814371258,2.3757966817445935,0.1645483299172841,Inner
0.290113389673336,1.401652734530938,2.10495162708672,0.14847400667880298,Inner
0.29254275424084775,1.4987889421157685,2.193789584892328,0.18814864421622213,Inner
0.29652396394878167,1.5135705389221557,1.9080808985759061,0.18698967974254882,Inner
0.29056115001478533,1.4848195209580837,2.346581542593423,0.21015829333111483,Inner
0.2931019959459509,1.739030499001996,2.3933990126083016,0.19651359361781257,Inner
0.291119245534191,1.6963100598802394,2.7818815930629697,0.21126674586010247,Inner
0.2919167494876341,1.4474594411177644,2.420943496400299,0.20342520512088677,Inner
0.28965142383710013,1.5018752095808383,2.49811579704254,0.18279244977566195,Inner
0.2895017962232275,1.5481692215568863,2.6663379419651916,0.18854726458407042,Inner
0.2934616059722099,1.608432654690619,2.7766123950099555,0.17223251467303818,Inner
0.291150411457598,1.4373884630738523,2.30219264646934,0.17601478192944778,Inner
0.6775736379646616,3.547583233532934,4.685153499856207,0.07930443871104484,Outer
0.6814066393337616,3.4923552894211576,4.614540350677838,0.07669431119179618,Outer
0.6644282384030256,3.132155389221557,4.398600154097518,0.02213973545079562,Outer
0.638128522229336,3.366874151696607,4.478655182197787,0.10025265683391468,Outer
0.6490950308424697,3.0623082834331337,4.421145050426046,0.03977803699093303,Outer
0.6540984263605937,3.3295140718562872,4.824352920922525,0.058012026957506485,Outer
0.6915940721682474,3.283626147704591,4.613997308179372,0.046017516770630054,Outer
0.6943339355057307,3.4253507984031937,4.563570616461146,0.05171493835187441,Outer
0.6964157544490844,3.347788023952096,4.688288615882374,0.039030230497316847,Outer
0.6840698666074656,3.4635230538922155,4.467773787348683,0.04532615174095085,Outer
0.6664795735679017,3.3006818363273456,4.593026109120411,0.08291583179607437,Outer
0.6583386700307444,3.241799101796407,4.337659548494977,0.06058880630184589,Outer
0.6551442974154869,3.466771756487026,4.508574912195702,0.059861609846519157,Outer
0.6500294320777045,3.3408845309381237,4.73269456038907,0.027475757149208038,Outer
0.6629686584051075,3.4087011976047905,4.764769717394667,0.0610766254110363,Outer
0.6740073380352146,3.5041318363273453,4.841272090849191,0.0762483187697381,Outer
0.6972169857694556,3.630425149700599,4.735283410895934,0.08702248607550485,Outer
0.6923944235701203,3.430223852295409,4.594090016039565,0.04523447691063577,Outer
0.6844363020133252,3.346163672654691,4.458895544125142,0.010139437271582168,Outer
0.6605165823498504,3.2214947105788423,4.595470893407081,0.03345899685902356,Outer
0.6458498671007636,3.227586027944112,4.736767295572395,0.04728629479432037,Outer
0.650654717849746,3.383117664670659,4.805252129132367,0.07332492386540519,Outer
0.6495812107721397,3.4058585828343313,4.757640211988969,0.07634875069811957,Outer
0.6776705954130631,3.372559381237525,4.939122236631686,0.06318557135488514,Outer
0.1356458449494983,0.5090716966067864,-0.03293217020391426,-0.006283327944133483,Ball
0.13976641119992897,0.5204421556886227,-0.11272288588681878,-0.041014956789421825,Ball
0.14137718195676463,0.5258025149700598,0.027937394747604483,-0.0378766046490506,Ball
0.13294433278546744,0.46553908183632736,-0.022917466817355514,-0.022395558592177216,Ball
0.1396185895680025,0.5579646706586827,-0.10274787211401692,0.008632964648239944,Ball
0.14003931801984681,0.5670610379241517,-0.10081202850956839,0.008999533664966555,Ball
0.14069402794718597,0.5920760479041917,0.04188657389662964,0.0038954471026584137,Ball
0.13787841303968976,0.4954271457085829,-0.03188394231565894,0.005230994579051403,Ball
0.13934780387877033,0.46423960079840315,-0.15383321450239684,-0.008136904142114754,Ball
0.13609685848778466,0.6070200798403194,-0.06644850762970567,-0.04557566334032089,Ball
0.13722194242232627,0.5386348902195609,0.06553529496733246,-0.03740112286450848,Ball
0.14149495957495548,0.5495180439121756,-0.06792299724468531,-0.007677400702576947,Ball
0.13480684224074113,0.4644020359281437,-0.1228693921710784,-0.018319734354622898,Ball
0.1354451901128707,0.4699248303393213,-0.038022818629593225,-0.008432859904404516,Ball
0.13584407048956212,0.5790812375249501,-0.08868279986043781,-0.008636254854024639,Ball
0.14129647346163768,0.5105336127744511,-0.10238440298838247,0.019596681339536286,Ball
0.13486979336046473,0.5160564071856288,0.08387825194239351,0.02823265409569094,Ball
0.14114815881473255,0.5391221956087824,-0.05113025852564057,-0.0018831960643802747,Ball
0.14036119232268934,0.5313253093812376,-0.11597939370834931,0.009405459239469088,Ball
0.14049501108547233,0.5576398003992016,-0.07640652841206563,-0.014078899105394805,Ball
0.14208465700573294,0.565923992015968,0.1165185406047553,0.0056403596279639544,Ball
0.1489693737808151,0.5582895409181636,0.021445000510305956,0.015402536492892036,Ball
0.13652366181287198,0.5191426746506986,0.01592525559214719,-0.04353067344599023,Ball
0.1436620135424985,0.522391377245509,0.07160528628214324,-0.017448211760220766,Ball
